Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,
2022.06.16 20:37:41.2690,9.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.7,14.1,56.7,14.93,2022/06/16,17:08:22,68.6824972,60.8921269,39.144,16,
2022.06.16 20:37:41.2846,9.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.7,13.97,57,14.91,2022/06/16,17:08:23,68.6824976,60.8921266,39.447,16,
2022.06.16 20:37:41.3032,9.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.68,13.7,57.1,14.85,2022/06/16,17:08:24,68.6825016,60.8921281,39.37,16,
2022.06.16 20:37:41.3364,10.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.61,13.63,56.8,14.82,2022/06/16,17:08:25,68.6825039,60.8921289,39.441,16,
2022.06.16 20:37:41.3541,10.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.94,13.59,56.6,14.78,2022/06/16,17:08:26,68.6825064,60.892129,39.571,16,
2022.06.16 20:37:41.3866,10.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.59,13.53,56.2,14.63,2022/06/16,17:08:27,68.6825075,60.8921287,39.686,15,
2022.06.16 20:37:41.4121,10.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.27,13.93,55.7,14.55,2022/06/16,17:08:28,68.6825074,60.8921273,40.119,16,
2022.06.16 20:37:41.4345,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.28,14.58,55.1,14.62,2022/06/16,17:08:29,68.6825079,60.8921273,40.386,16,
2022.06.16 20:37:41.4670,10.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.2,14.68,54.6,14.73,2022/06/16,17:08:30,68.6824965,60.8921273,41.062,16,
2022.06.16 20:37:41.4827,10.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.17,14.57,54.3,14.73,2022/06/16,17:08:31,68.6824758,60.8921293,41.449,16,
2022.06.16 20:37:41.5148,10.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.17,14.67,54.1,14.78,2022/06/16,17:08:32,68.6824587,60.8921297,41.711,16,
2022.06.16 20:37:41.5307,10.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.16,14.59,54,14.77,2022/06/16,17:08:33,68.6824407,60.8921309,42.105,16,
2022.06.16 20:37:41.5705,10.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.19,14.52,53.9,14.76,2022/06/16,17:08:34,68.6824206,60.8921277,42.545,16,
2022.06.16 20:37:41.5887,10.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,14.46,54,14.73,2022/06/16,17:08:35,68.6823975,60.8921264,43.112,16,
2022.06.16 20:37:41.6225,10.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.19,14.32,54,14.67,2022/06/16,17:08:36,68.6823804,60.8921252,43.139,16,
2022.06.16 20:37:41.6483,10.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.13,14.67,53.7,14.76,2022/06/16,17:08:37,68.682368,60.8921227,43.424,16,
2022.06.16 20:37:41.6742,10.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,15.01,53.3,14.86,2022/06/16,17:08:38,68.6823616,60.892121,43.564,16,
2022.06.16 20:37:41.7002,10.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.19,15.07,52.9,14.95,2022/06/16,17:08:39,68.6823595,60.8921217,43.447,16,
2022.06.16 20:37:41.7263,10.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,15.14,52.6,15.04,2022/06/16,17:08:40,68.6823586,60.892121,43.395,16,
2022.06.16 20:37:41.7474,10.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.15,15.21,52.2,15.12,2022/06/16,17:08:41,68.6823598,60.8921214,43.285,16,
2022.06.16 20:37:41.7785,10.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.21,15.36,51.6,15.22,2022/06/16,17:08:42,68.6823605,60.892123,43.01,16,
2022.06.16 20:37:41.8043,10.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,15.51,50.9,15.33,2022/06/16,17:08:43,68.68236,60.8921248,42.94,16,
2022.06.16 20:37:41.8304,10.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.19,15.59,50.4,15.42,2022/06/16,17:08:44,68.6823583,60.8921274,42.584,16,
2022.06.16 20:37:41.8467,10.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.19,15.6,49.8,15.49,2022/06/16,17:08:45,68.6823572,60.8921289,42.281,16,
2022.06.16 20:37:41.8784,10.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.19,15.66,49.3,15.59,2022/06/16,17:08:46,68.6823521,60.8921421,41.868,16,
2022.06.16 20:37:41.8941,10.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,15.66,48.8,15.64,2022/06/16,17:08:47,68.6823498,60.8921484,41.358,16,
2022.06.16 20:37:41.9259,10.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,15.69,48.4,15.67,2022/06/16,17:08:48,68.6823466,60.89215,40.757,16,
2022.06.16 20:37:41.9578,10.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.15,15.67,48,15.7,2022/06/16,17:08:49,68.6823489,60.8921494,40.175,16,
2022.06.16 20:37:41.9864,10.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.18,15.7,47.6,15.76,2022/06/16,17:08:50,68.6823491,60.8921499,39.538,16,
2022.06.16 20:37:42.0046,10.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.15,15.69,47.3,15.77,2022/06/16,17:08:51,68.682348,60.8921486,39.041,16,
2022.06.16 20:37:42.0359,10.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.13,15.74,47,15.79,2022/06/16,17:08:52,68.6823485,60.8921482,38.512,16,
2022.06.16 20:37:42.0515,10.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.11,15.71,46.7,15.81,2022/06/16,17:08:53,68.6823475,60.8921471,38.415,16,
2022.06.16 20:37:42.0830,10.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.11,15.69,46.5,15.81,2022/06/16,17:08:54,68.6823487,60.8921456,38.144,16,
2022.06.16 20:37:42.1137,10.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.1,15.55,46.5,15.75,2022/06/16,17:08:55,68.6823485,60.8921447,37.902,16,
2022.06.16 20:37:42.1404,10.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.15,14.93,46.7,15.55,2022/06/16,17:08:56,68.6823491,60.8921434,37.762,16,
2022.06.16 20:37:42.1672,10.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.16,14.87,46.9,15.42,2022/06/16,17:08:57,68.6823501,60.892143,37.695,16,
2022.06.16 20:37:42.1914,10.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.11,15.11,46.9,15.39,2022/06/16,17:08:58,68.6823516,60.8921428,37.763,16,
2022.06.16 20:37:42.2105,10.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.1,15.01,47,15.37,2022/06/16,17:08:59,68.6823535,60.892142,37.852,16,
2022.06.16 20:37:42.2381,10.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.14,15.35,46.9,15.42,2022/06/16,17:09:00,68.6823559,60.892141,37.98,16,
2022.06.16 20:37:42.2621,10.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.1,15.63,46.7,15.52,2022/06/16,17:09:01,68.6823572,60.8921399,38.09,16,
2022.06.16 20:37:42.2945,10.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.13,15.55,46.5,15.6,2022/06/16,17:09:02,68.6823593,60.8921387,37.866,16,
2022.06.16 20:37:42.3139,11.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.13,15.44,46.6,15.59,2022/06/16,17:09:03,68.6823596,60.8921386,38.147,16,
2022.06.16 20:37:42.3451,11.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.11,15.35,46.6,15.52,2022/06/16,17:09:04,68.6823615,60.8921386,38.171,16,
2022.06.16 20:37:42.3675,11.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.2,15.13,46.9,15.34,2022/06/16,17:09:05,68.6823595,60.8921382,38.334,16,
2022.06.16 20:37:42.3989,11.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.12,14.98,47.1,15.31,2022/06/16,17:09:06,68.6823566,60.8921377,38.538,16,
2022.06.16 20:37:42.4171,11.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.16,14.57,47.5,15.13,2022/06/16,17:09:07,68.6823541,60.8921375,38.616,16,
2022.06.16 20:37:42.4492,11.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.08,14.39,48,14.92,2022/06/16,17:09:08,68.6823513,60.8921373,38.726,16,
2022.06.16 20:37:42.4654,11.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.12,15.2,47.9,15.04,2022/06/16,17:09:09,68.6823483,60.8921369,39.043,16,
2022.06.16 20:37:42.4996,11.190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.09,15.22,48,15.11,2022/06/16,17:09:10,68.6823463,60.8921367,39.132,16,
2022.06.16 20:37:42.5156,11.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.07,15.42,47.8,15.26,2022/06/16,17:09:11,68.6823442,60.8921367,39.159,16,
2022.06.16 20:37:42.5502,11.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.09,15.52,47.6,15.37,2022/06/16,17:09:12,68.6823422,60.8921364,39.181,16,
2022.06.16 20:37:42.5660,11.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.09,15.6,47.5,15.49,2022/06/16,17:09:13,68.6823395,60.8921372,39.272,16,
2022.06.16 20:37:42.5973,11.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.07,15.57,47.3,15.52,2022/06/16,17:09:14,68.6823375,60.8921362,39.28,16,
2022.06.16 20:37:42.6292,11.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.02,15.56,47.2,15.57,2022/06/16,17:09:15,68.6823374,60.8921342,39.316,16,
2022.06.16 20:37:42.6461,11.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.08,15.63,47,15.6,2022/06/16,17:09:16,68.6823344,60.8921346,39.118,16,
2022.06.16 20:37:42.6784,11.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.08,15.45,46.9,15.6,2022/06/16,17:09:17,68.6823325,60.8921334,39.25,16,
2022.06.16 20:37:42.7107,11.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.08,15.4,46.8,15.61,2022/06/16,17:09:18,68.6823327,60.8921316,39.456,16,
2022.06.16 20:37:42.7265,11.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,15.12,46.8,15.53,2022/06/16,17:09:19,68.6823353,60.8921315,39.437,16,
2022.06.16 20:37:42.7594,11.450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.03,14.92,46.9,15.44,2022/06/16,17:09:20,68.6823366,60.892131,39.462,16,
2022.06.16 20:37:42.7755,11.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,14.66,47.2,15.29,2022/06/16,17:09:21,68.6823366,60.892131,39.477,16,
2022.06.16 20:37:42.8148,11.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,14.48,47.5,15.13,2022/06/16,17:09:22,68.6823361,60.8921302,39.575,16,
2022.06.16 20:37:42.8275,11.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.07,14.35,47.8,15,2022/06/16,17:09:23,68.6823356,60.8921306,39.909,16,
2022.06.16 20:37:42.8635,11.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.02,14.31,48.3,14.92,2022/06/16,17:09:24,68.682335,60.8921312,40.101,16,
2022.06.16 20:37:42.8799,11.570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.03,14,48.8,14.74,2022/06/16,17:09:25,68.6823359,60.8921309,39.966,16,
2022.06.16 20:37:42.9152,11.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.07,14.32,49.1,14.67,2022/06/16,17:09:26,68.6823365,60.8921304,39.794,16,
2022.06.16 20:37:42.9446,11.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.05,14.62,49.2,14.74,2022/06/16,17:09:27,68.682338,60.8921298,39.975,16,
2022.06.16 20:37:42.9608,11.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.05,14.43,49.4,14.71,2022/06/16,17:09:28,68.6823385,60.8921291,40.219,16,
2022.06.16 20:37:42.9825,11.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.03,14.26,49.6,14.67,2022/06/16,17:09:29,68.6823388,60.8921286,40.406,16,
2022.06.16 20:37:43.0153,11.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.02,14.11,49.9,14.6,2022/06/16,17:09:30,68.6823379,60.8921279,40.577,16,
2022.06.16 20:37:43.0488,11.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,13.98,50.4,14.51,2022/06/16,17:09:31,68.6823378,60.892127,40.727,16,
2022.06.16 20:37:43.0657,11.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,14.23,50.5,14.48,2022/06/16,17:09:32,68.6823397,60.8921252,40.616,16,
2022.06.16 20:37:43.0983,11.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,14.68,50.6,14.56,2022/06/16,17:09:33,68.68234,60.8921242,40.822,16,
2022.06.16 20:37:43.1159,11.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.02,14.12,51.1,14.5,2022/06/16,17:09:34,68.6823403,60.8921229,40.835,16,
2022.06.16 20:37:43.1480,11.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.99,13.9,51.6,14.39,2022/06/16,17:09:35,68.6823402,60.8921224,40.853,16,
2022.06.16 20:37:43.1641,11.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.02,13.72,52,14.24,2022/06/16,17:09:36,68.6823398,60.8921214,40.973,16,
2022.06.16 20:37:43.1967,11.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.03,13.97,52.2,14.27,2022/06/16,17:09:37,68.6823388,60.8921207,41.167,16,
2022.06.16 20:37:43.2288,11.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.99,13.99,52.3,14.28,2022/06/16,17:09:38,68.6823382,60.8921202,41.283,16,
2022.06.16 20:37:43.2446,11.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.04,14.06,52.5,14.28,2022/06/16,17:09:39,68.6823374,60.8921183,40.974,16,
2022.06.16 20:37:43.2758,11.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.02,13.86,52.6,14.24,2022/06/16,17:09:40,68.6823368,60.8921178,41.106,16,
2022.06.16 20:37:43.2921,11.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,14.06,52.7,14.33,2022/06/16,17:09:41,68.6823356,60.8921174,41.281,16,
2022.06.16 20:37:43.3155,12.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,14.25,52.8,14.37,2022/06/16,17:09:42,68.682334,60.8921155,40.851,16,
2022.06.16 20:37:43.3498,12.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.98,13.94,53,14.34,2022/06/16,17:09:43,68.6823337,60.8921156,40.957,16,
2022.06.16 20:37:43.3815,12.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.98,14.23,53,14.37,2022/06/16,17:09:44,68.6823348,60.8921158,41.013,16,
2022.06.16 20:37:43.3971,12.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.96,13.93,53.2,14.32,2022/06/16,17:09:45,68.6823361,60.8921144,40.711,16,
2022.06.16 20:37:43.4287,12.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.99,14.18,53.3,14.34,2022/06/16,17:09:46,68.6823377,60.892113,40.358,16,
2022.06.16 20:37:43.4613,12.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.94,13.91,53.6,14.32,2022/06/16,17:09:47,68.6823378,60.8921116,40.074,16,
2022.06.16 20:37:43.4772,12.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.96,13.78,53.8,14.28,2022/06/16,17:09:48,68.682338,60.8921099,39.557,16,
2022.06.16 20:37:43.5100,12.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.98,13.83,53.9,14.26,2022/06/16,17:09:49,68.6823371,60.8921083,39.184,16,
2022.06.16 20:37:43.5265,12.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.93,13.84,54.1,14.28,2022/06/16,17:09:50,68.6823358,60.892107,38.826,16,
2022.06.16 20:37:43.5588,12.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.95,14.03,54.1,14.27,2022/06/16,17:09:51,68.6823361,60.8921076,38.943,16,
2022.06.16 20:37:43.5907,12.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.95,14.31,54,14.37,2022/06/16,17:09:52,68.682336,60.892108,38.874,16,
2022.06.16 20:37:43.6161,12.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.94,14.13,54,14.34,2022/06/16,17:09:53,68.6823358,60.8921094,39.249,16,
2022.06.16 20:37:43.6399,12.330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.96,14.38,53.9,14.43,2022/06/16,17:09:54,68.6823363,60.8921097,39.216,16,
2022.06.16 20:37:43.6556,12.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.99,14.33,53.8,14.47,2022/06/16,17:09:55,68.6823372,60.8921094,38.952,16,
2022.06.16 20:37:43.6908,12.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.95,14.65,53.4,14.58,2022/06/16,17:09:56,68.6823399,60.8921098,38.699,16,
2022.06.16 20:37:43.7161,12.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.95,14.96,52.9,14.7,2022/06/16,17:09:57,68.6823421,60.8921106,38.452,16,
2022.06.16 20:37:43.7389,12.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.96,15.2,52.4,14.89,2022/06/16,17:09:58,68.6823445,60.8921123,38.534,16,
2022.06.16 20:37:43.7710,12.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.96,15.09,51.9,15,2022/06/16,17:09:59,68.6823469,60.892113,38.55,16,
